Entity,Code,Year,Prevalence - Eating disorders - Sex: Both - Age: 20 to 24 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 10 to 14 (Percent),Prevalence - Eating disorders - Sex: Both - Age: All Ages (Percent),Prevalence - Eating disorders - Sex: Both - Age: 30 to 34 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 25 to 29 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 5-14 years (Percent),Prevalence - Eating disorders - Sex: Both - Age: 50-69 years (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: 70+ years (Percent),Prevalence - Eating disorders - Sex: Both - Age: 15 to 19 (Percent)
Montenegro,MNE,1993,0.35,0.1,0.15,0.33,0.34,0.05,0,0.15,0,0.28
Montenegro,MNE,1994,0.35,0.1,0.14,0.32,0.34,0.05,0,0.14,0,0.28
Montenegro,MNE,1995,0.34,0.1,0.14,0.32,0.33,0.05,0,0.14,0,0.27
Montenegro,MNE,1996,0.34,0.1,0.14,0.31,0.33,0.05,0,0.14,0,0.27
Montenegro,MNE,1997,0.33,0.09,0.14,0.31,0.32,0.05,0,0.14,0,0.27
Montenegro,MNE,1998,0.33,0.09,0.13,0.31,0.32,0.05,0,0.13,0,0.26
Montenegro,MNE,1999,0.33,0.09,0.13,0.3,0.32,0.05,0,0.13,0,0.26
Montenegro,MNE,2000,0.33,0.09,0.13,0.3,0.32,0.05,0,0.13,0,0.26
Montenegro,MNE,2001,0.33,0.09,0.13,0.31,0.32,0.05,0,0.13,0,0.26
Montenegro,MNE,2002,0.33,0.1,0.13,0.31,0.32,0.05,0,0.14,0,0.27
Montenegro,MNE,2003,0.34,0.1,0.13,0.31,0.33,0.05,0,0.14,0,0.27
Montenegro,MNE,2004,0.34,0.1,0.13,0.31,0.33,0.05,0,0.14,0,0.27
Montenegro,MNE,2005,0.35,0.1,0.14,0.32,0.34,0.05,0,0.14,0,0.28
Montenegro,MNE,2006,0.35,0.1,0.14,0.32,0.34,0.05,0,0.14,0,0.28
Montenegro,MNE,2007,0.35,0.1,0.14,0.33,0.35,0.05,0,0.15,0,0.28
Montenegro,MNE,2008,0.36,0.1,0.14,0.34,0.35,0.05,0,0.15,0,0.29
Montenegro,MNE,2009,0.36,0.1,0.14,0.34,0.36,0.05,0,0.15,0,0.29
Montenegro,MNE,2010,0.37,0.1,0.14,0.35,0.36,0.06,0,0.15,0,0.29
Montenegro,MNE,2011,0.37,0.11,0.14,0.35,0.36,0.06,0,0.15,0,0.3
Montenegro,MNE,2012,0.38,0.11,0.14,0.35,0.37,0.06,0,0.16,0,0.3
Montenegro,MNE,2013,0.38,0.11,0.14,0.36,0.37,0.06,0,0.16,0,0.31
Montenegro,MNE,2014,0.39,0.11,0.14,0.36,0.38,0.06,0,0.16,0,0.31
Montenegro,MNE,2015,0.39,0.11,0.15,0.36,0.38,0.06,0,0.16,0,0.31
Montenegro,MNE,2016,0.39,0.11,0.15,0.37,0.38,0.06,0,0.16,0,0.31
Montenegro,MNE,2017,0.4,0.11,0.15,0.37,0.39,0.06,0,0.16,0,0.31
Montenegro,MNE,2018,0.4,0.11,0.15,0.37,0.39,0.06,0,0.16,0,0.31
Montenegro,MNE,2019,0.41,0.11,0.15,0.38,0.39,0.06,0,0.17,0,0.32
Morocco,MAR,1990,0.37,0.12,0.17,0.35,0.36,0.06,0,0.16,0,0.33
Morocco,MAR,1991,0.37,0.12,0.17,0.36,0.36,0.06,0,0.16,0,0.33
Morocco,MAR,1992,0.38,0.12,0.17,0.36,0.37,0.06,0,0.16,0,0.33
Morocco,MAR,1993,0.38,0.12,0.17,0.36,0.37,0.06,0,0.16,0,0.33
Morocco,MAR,1994,0.38,0.12,0.17,0.36,0.37,0.06,0,0.16,0,0.34
Morocco,MAR,1995,0.38,0.12,0.17,0.36,0.37,0.06,0,0.16,0,0.34
Morocco,MAR,1996,0.38,0.12,0.18,0.36,0.37,0.06,0,0.16,0,0.34
Morocco,MAR,1997,0.39,0.12,0.18,0.37,0.37,0.06,0,0.16,0,0.34
Morocco,MAR,1998,0.39,0.12,0.18,0.37,0.38,0.06,0,0.16,0,0.34
Morocco,MAR,1999,0.39,0.12,0.18,0.37,0.38,0.06,0,0.16,0,0.34
Morocco,MAR,2000,0.39,0.12,0.18,0.37,0.38,0.06,0,0.16,0,0.34
Morocco,MAR,2001,0.39,0.12,0.18,0.37,0.38,0.06,0,0.16,0,0.34
Morocco,MAR,2002,0.39,0.12,0.18,0.37,0.38,0.06,0,0.16,0,0.35
Morocco,MAR,2003,0.4,0.12,0.18,0.38,0.39,0.06,0,0.17,0,0.35
Morocco,MAR,2004,0.4,0.12,0.19,0.38,0.39,0.06,0,0.17,0,0.35
Morocco,MAR,2005,0.4,0.12,0.19,0.38,0.39,0.06,0,0.17,0,0.35
Morocco,MAR,2006,0.4,0.12,0.19,0.38,0.39,0.06,0,0.17,0,0.35
Morocco,MAR,2007,0.41,0.13,0.19,0.39,0.4,0.06,0,0.17,0,0.36
Morocco,MAR,2008,0.41,0.13,0.19,0.39,0.4,0.06,0,0.17,0,0.36
Morocco,MAR,2009,0.42,0.13,0.19,0.4,0.41,0.06,0,0.18,0,0.36
Morocco,MAR,2010,0.42,0.13,0.19,0.4,0.41,0.06,0,0.18,0,0.36
Morocco,MAR,2011,0.43,0.13,0.2,0.41,0.42,0.06,0,0.18,0,0.37
Morocco,MAR,2012,0.43,0.13,0.2,0.41,0.42,0.06,0,0.18,0,0.37
Morocco,MAR,2013,0.44,0.13,0.2,0.42,0.43,0.07,0,0.18,0,0.38
Morocco,MAR,2014,0.45,0.13,0.2,0.42,0.43,0.07,0,0.19,0,0.38
Morocco,MAR,2015,0.45,0.14,0.2,0.43,0.44,0.07,0,0.19,0,0.39
Morocco,MAR,2016,0.46,0.14,0.2,0.43,0.44,0.07,0,0.19,0,0.39
Morocco,MAR,2017,0.46,0.14,0.21,0.44,0.45,0.07,0,0.19,0,0.4
Morocco,MAR,2018,0.46,0.14,0.21,0.44,0.45,0.07,0,0.19,0,0.4
Morocco,MAR,2019,0.47,0.14,0.21,0.44,0.45,0.07,0,0.2,0,0.4
Mozambique,MOZ,1990,0.16,0.05,0.06,0.14,0.15,0.02,0,0.06,0,0.13
Mozambique,MOZ,1991,0.16,0.05,0.06,0.14,0.15,0.02,0,0.06,0,0.13
Mozambique,MOZ,1992,0.16,0.05,0.06,0.14,0.15,0.02,0,0.06,0,0.13
Mozambique,MOZ,1993,0.16,0.05,0.06,0.14,0.15,0.02,0,0.06,0,0.13
Mozambique,MOZ,1994,0.16,0.05,0.06,0.14,0.15,0.02,0,0.06,0,0.13
Mozambique,MOZ,1995,0.16,0.05,0.06,0.14,0.15,0.02,0,0.06,0,0.13
Mozambique,MOZ,1996,0.16,0.05,0.06,0.14,0.15,0.02,0,0.06,0,0.13
Mozambique,MOZ,1997,0.16,0.05,0.06,0.14,0.15,0.02,0,0.06,0,0.13
Mozambique,MOZ,1998,0.16,0.05,0.06,0.15,0.15,0.02,0,0.06,0,0.14
Mozambique,MOZ,1999,0.16,0.05,0.07,0.15,0.16,0.02,0,0.06,0,0.14
Mozambique,MOZ,2000,0.17,0.05,0.07,0.15,0.16,0.02,0,0.07,0,0.14
Mozambique,MOZ,2001,0.17,0.05,0.07,0.16,0.16,0.02,0,0.07,0,0.14
Mozambique,MOZ,2002,0.17,0.05,0.07,0.16,0.17,0.02,0,0.07,0,0.14
Mozambique,MOZ,2003,0.18,0.05,0.07,0.16,0.17,0.02,0,0.07,0,0.14
Mozambique,MOZ,2004,0.18,0.05,0.07,0.16,0.17,0.02,0,0.07,0,0.15
Mozambique,MOZ,2005,0.18,0.06,0.07,0.17,0.17,0.02,0,0.07,0,0.15
Mozambique,MOZ,2006,0.18,0.06,0.07,0.17,0.18,0.02,0,0.07,0,0.15
Mozambique,MOZ,2007,0.19,0.06,0.07,0.17,0.18,0.02,0,0.07,0,0.15
Mozambique,MOZ,2008,0.19,0.06,0.07,0.17,0.18,0.02,0,0.07,0,0.16
Mozambique,MOZ,2009,0.19,0.06,0.07,0.18,0.18,0.02,0,0.08,0,0.16
Mozambique,MOZ,2010,0.19,0.06,0.08,0.18,0.18,0.03,0,0.08,0,0.16
Mozambique,MOZ,2011,0.19,0.06,0.08,0.18,0.19,0.03,0,0.08,0,0.16
Mozambique,MOZ,2012,0.2,0.06,0.08,0.18,0.19,0.03,0,0.08,0,0.16
Mozambique,MOZ,2013,0.2,0.06,0.08,0.19,0.19,0.03,0,0.08,0,0.16
Mozambique,MOZ,2014,0.2,0.06,0.08,0.19,0.2,0.03,0,0.08,0,0.17
Mozambique,MOZ,2015,0.21,0.06,0.08,0.19,0.2,0.03,0,0.08,0,0.17
Mozambique,MOZ,2016,0.21,0.06,0.08,0.19,0.2,0.03,0,0.08,0,0.17
Mozambique,MOZ,2017,0.21,0.06,0.08,0.2,0.2,0.03,0,0.08,0,0.17
Mozambique,MOZ,2018,0.21,0.06,0.09,0.2,0.2,0.03,0,0.08,0,0.17
Mozambique,MOZ,2019,0.21,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.17
Myanmar,MMR,1990,0.15,0.05,0.06,0.13,0.14,0.02,0,0.06,0,0.12
Myanmar,MMR,1991,0.14,0.05,0.06,0.13,0.14,0.02,0,0.06,0,0.12
Myanmar,MMR,1992,0.14,0.05,0.06,0.13,0.14,0.02,0,0.06,0,0.12
Myanmar,MMR,1993,0.15,0.05,0.06,0.13,0.14,0.02,0,0.06,0,0.12
Myanmar,MMR,1994,0.15,0.05,0.06,0.13,0.14,0.02,0,0.06,0,0.12
Myanmar,MMR,1995,0.15,0.05,0.06,0.13,0.14,0.02,0,0.06,0,0.12
Myanmar,MMR,1996,0.15,0.05,0.06,0.13,0.14,0.02,0,0.06,0,0.12
Myanmar,MMR,1997,0.15,0.05,0.06,0.13,0.14,0.02,0,0.06,0,0.13
Myanmar,MMR,1998,0.15,0.05,0.06,0.14,0.14,0.02,0,0.06,0,0.13
Myanmar,MMR,1999,0.15,0.05,0.07,0.14,0.14,0.02,0,0.06,0,0.13
Myanmar,MMR,2000,0.15,0.05,0.07,0.14,0.14,0.02,0,0.06,0,0.13
Myanmar,MMR,2001,0.15,0.05,0.07,0.14,0.15,0.02,0,0.06,0,0.13
Myanmar,MMR,2002,0.16,0.05,0.07,0.15,0.15,0.03,0,0.06,0,0.13
Myanmar,MMR,2003,0.16,0.05,0.07,0.15,0.15,0.03,0,0.06,0,0.14
Myanmar,MMR,2004,0.17,0.05,0.07,0.15,0.16,0.03,0,0.07,0,0.14
Myanmar,MMR,2005,0.17,0.06,0.08,0.16,0.16,0.03,0,0.07,0,0.14
Myanmar,MMR,2006,0.18,0.06,0.08,0.16,0.17,0.03,0,0.07,0,0.15
Myanmar,MMR,2007,0.18,0.06,0.08,0.17,0.17,0.03,0,0.07,0,0.15
Myanmar,MMR,2008,0.19,0.06,0.08,0.17,0.18,0.03,0,0.08,0,0.16
Myanmar,MMR,2009,0.19,0.06,0.08,0.18,0.18,0.03,0,0.08,0,0.16
Myanmar,MMR,2010,0.2,0.06,0.09,0.18,0.19,0.03,0,0.08,0,0.16
Myanmar,MMR,2011,0.2,0.06,0.09,0.19,0.19,0.03,0,0.08,0,0.17
Myanmar,MMR,2012,0.21,0.06,0.09,0.2,0.2,0.03,0,0.08,0,0.17
Myanmar,MMR,2013,0.21,0.07,0.09,0.2,0.21,0.03,0,0.09,0,0.17
Myanmar,MMR,2014,0.22,0.07,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Myanmar,MMR,2015,0.22,0.07,0.1,0.21,0.22,0.03,0,0.09,0,0.18
Myanmar,MMR,2016,0.23,0.07,0.1,0.22,0.22,0.03,0,0.09,0,0.18
Myanmar,MMR,2017,0.23,0.07,0.1,0.22,0.23,0.04,0,0.09,0,0.19
Myanmar,MMR,2018,0.24,0.07,0.1,0.23,0.23,0.04,0,0.1,0,0.19
Myanmar,MMR,2019,0.24,0.07,0.1,0.23,0.24,0.04,0,0.1,0,0.2
Namibia,NAM,1990,0.34,0.09,0.14,0.33,0.34,0.04,0,0.14,0,0.26
Namibia,NAM,1991,0.34,0.09,0.14,0.33,0.34,0.04,0,0.14,0,0.26
Namibia,NAM,1992,0.34,0.09,0.14,0.33,0.33,0.04,0,0.14,0,0.26
Namibia,NAM,1993,0.33,0.09,0.14,0.33,0.33,0.04,0,0.14,0,0.26
Namibia,NAM,1994,0.34,0.09,0.15,0.33,0.33,0.04,0,0.14,0,0.26
Namibia,NAM,1995,0.33,0.09,0.15,0.33,0.33,0.04,0,0.14,0,0.26
Namibia,NAM,1996,0.33,0.09,0.15,0.33,0.33,0.04,0,0.14,0,0.26
Namibia,NAM,1997,0.33,0.09,0.15,0.33,0.33,0.04,0,0.14,0,0.26
Namibia,NAM,1998,0.33,0.09,0.15,0.33,0.33,0.04,0,0.14,0,0.26
Namibia,NAM,1999,0.34,0.09,0.15,0.33,0.33,0.04,0,0.14,0,0.26
Namibia,NAM,2000,0.34,0.09,0.15,0.33,0.33,0.05,0,0.14,0,0.26
Namibia,NAM,2001,0.34,0.09,0.15,0.33,0.33,0.05,0,0.14,0,0.26
Namibia,NAM,2002,0.34,0.09,0.15,0.33,0.33,0.05,0,0.14,0,0.26
Namibia,NAM,2003,0.34,0.09,0.15,0.33,0.34,0.05,0,0.14,0,0.27
Namibia,NAM,2004,0.34,0.09,0.16,0.34,0.34,0.05,0,0.14,0,0.27
Namibia,NAM,2005,0.34,0.1,0.16,0.34,0.34,0.05,0,0.14,0,0.27
Namibia,NAM,2006,0.35,0.1,0.16,0.34,0.34,0.05,0,0.14,0,0.27
Namibia,NAM,2007,0.35,0.1,0.16,0.34,0.35,0.05,0,0.15,0,0.27
Namibia,NAM,2008,0.35,0.1,0.16,0.35,0.35,0.05,0,0.15,0,0.28
Namibia,NAM,2009,0.36,0.1,0.17,0.35,0.36,0.05,0,0.15,0,0.28
Namibia,NAM,2010,0.36,0.1,0.17,0.36,0.36,0.05,0,0.15,0,0.28
Namibia,NAM,2011,0.37,0.1,0.17,0.36,0.37,0.05,0,0.15,0,0.28
Namibia,NAM,2012,0.37,0.1,0.17,0.37,0.37,0.05,0,0.15,0,0.29
Namibia,NAM,2013,0.38,0.1,0.18,0.37,0.37,0.05,0,0.16,0,0.29
Namibia,NAM,2014,0.38,0.1,0.18,0.38,0.38,0.05,0,0.16,0,0.3
Namibia,NAM,2015,0.39,0.1,0.18,0.38,0.39,0.05,0,0.16,0,0.3
Namibia,NAM,2016,0.39,0.11,0.18,0.39,0.39,0.05,0,0.16,0,0.3
Namibia,NAM,2017,0.4,0.11,0.18,0.39,0.39,0.05,0,0.16,0,0.3
Namibia,NAM,2018,0.4,0.11,0.18,0.39,0.4,0.05,0,0.17,0,0.31
Namibia,NAM,2019,0.4,0.11,0.18,0.4,0.4,0.05,0,0.17,0,0.31
Nauru,NRU,1990,0.33,0.1,0.14,0.32,0.33,0.04,0,0.14,0,0.26
Nauru,NRU,1991,0.32,0.1,0.14,0.31,0.32,0.04,0,0.13,0,0.26
Nauru,NRU,1992,0.31,0.09,0.14,0.3,0.31,0.04,0,0.13,0,0.25
Nauru,NRU,1993,0.3,0.09,0.13,0.29,0.3,0.04,0,0.13,0,0.25
Nauru,NRU,1994,0.29,0.09,0.13,0.29,0.29,0.04,0,0.12,0,0.24
Nauru,NRU,1995,0.29,0.09,0.13,0.28,0.28,0.04,0,0.12,0,0.23
Nauru,NRU,1996,0.28,0.09,0.12,0.27,0.27,0.04,0,0.11,0,0.23
Nauru,NRU,1997,0.27,0.08,0.12,0.26,0.26,0.04,0,0.11,0,0.22
Nauru,NRU,1998,0.26,0.08,0.12,0.25,0.25,0.04,0,0.11,0,0.21
Nauru,NRU,1999,0.25,0.08,0.11,0.24,0.24,0.04,0,0.1,0,0.21
Nauru,NRU,2000,0.25,0.08,0.11,0.23,0.24,0.04,0,0.1,0,0.2
Nauru,NRU,2001,0.24,0.07,0.11,0.23,0.23,0.04,0,0.1,0,0.2
Nauru,NRU,2002,0.23,0.07,0.11,0.22,0.22,0.04,0,0.1,0,0.19
Nauru,NRU,2003,0.23,0.07,0.1,0.21,0.22,0.03,0,0.09,0,0.19
Nauru,NRU,2004,0.22,0.07,0.1,0.21,0.21,0.03,0,0.09,0,0.18
Nauru,NRU,2005,0.22,0.07,0.1,0.21,0.21,0.03,0,0.09,0,0.18
Nauru,NRU,2006,0.22,0.07,0.1,0.21,0.21,0.03,0,0.09,0,0.18
Nauru,NRU,2007,0.22,0.07,0.1,0.21,0.21,0.03,0,0.09,0,0.18
Nauru,NRU,2008,0.22,0.07,0.1,0.21,0.21,0.03,0,0.09,0,0.19
Nauru,NRU,2009,0.22,0.07,0.1,0.21,0.21,0.03,0,0.09,0,0.19
Nauru,NRU,2010,0.22,0.07,0.1,0.21,0.21,0.03,0,0.09,0,0.19
Nauru,NRU,2011,0.22,0.07,0.1,0.21,0.22,0.03,0,0.09,0,0.19
Nauru,NRU,2012,0.24,0.07,0.11,0.22,0.22,0.03,0,0.1,0,0.19
Nauru,NRU,2013,0.24,0.08,0.11,0.23,0.23,0.04,0,0.1,0,0.2
Nauru,NRU,2014,0.25,0.08,0.12,0.24,0.24,0.04,0,0.1,0,0.21
Nauru,NRU,2015,0.26,0.08,0.12,0.25,0.25,0.04,0,0.11,0,0.21
Nauru,NRU,2016,0.27,0.08,0.13,0.26,0.26,0.04,0,0.11,0,0.22
Nauru,NRU,2017,0.28,0.09,0.13,0.26,0.27,0.04,0,0.11,0,0.22
Nauru,NRU,2018,0.28,0.09,0.13,0.27,0.27,0.04,0,0.12,0,0.23
Nauru,NRU,2019,0.28,0.09,0.13,0.27,0.28,0.04,0,0.12,0,0.23
Nepal,NPL,1990,0.21,0.06,0.08,0.19,0.2,0.03,0,0.08,0,0.17
Nepal,NPL,1991,0.21,0.06,0.08,0.19,0.2,0.03,0,0.08,0,0.17
Nepal,NPL,1992,0.21,0.06,0.08,0.2,0.2,0.03,0,0.08,0,0.17
Nepal,NPL,1993,0.21,0.06,0.08,0.2,0.2,0.03,0,0.08,0,0.17
Nepal,NPL,1994,0.21,0.06,0.08,0.2,0.21,0.03,0,0.08,0,0.17
Nepal,NPL,1995,0.21,0.06,0.09,0.2,0.21,0.03,0,0.08,0,0.17
Nepal,NPL,1996,0.22,0.06,0.09,0.2,0.21,0.03,0,0.08,0,0.17
Nepal,NPL,1997,0.22,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.17
Nepal,NPL,1998,0.22,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.17
Nepal,NPL,1999,0.22,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.17
Nepal,NPL,2000,0.22,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.17
Nepal,NPL,2001,0.22,0.06,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Nepal,NPL,2002,0.22,0.06,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Nepal,NPL,2003,0.22,0.06,0.09,0.21,0.22,0.03,0,0.09,0,0.18
Nepal,NPL,2004,0.22,0.06,0.09,0.21,0.22,0.03,0,0.09,0,0.18
Nepal,NPL,2005,0.23,0.07,0.09,0.21,0.22,0.03,0,0.09,0,0.18
Nepal,NPL,2006,0.23,0.07,0.1,0.21,0.22,0.03,0,0.09,0,0.18
Nepal,NPL,2007,0.23,0.07,0.1,0.22,0.22,0.03,0,0.09,0,0.18
Nepal,NPL,2008,0.23,0.07,0.1,0.22,0.23,0.03,0,0.09,0,0.19
Nepal,NPL,2009,0.24,0.07,0.1,0.22,0.23,0.03,0,0.09,0,0.19
Nepal,NPL,2010,0.24,0.07,0.1,0.22,0.23,0.03,0,0.09,0,0.19
Nepal,NPL,2011,0.24,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
Nepal,NPL,2012,0.24,0.07,0.11,0.23,0.24,0.04,0,0.1,0,0.19
Nepal,NPL,2013,0.25,0.07,0.11,0.23,0.24,0.04,0,0.1,0,0.2
Nepal,NPL,2014,0.25,0.07,0.11,0.24,0.24,0.04,0,0.1,0,0.2
Nepal,NPL,2015,0.25,0.07,0.11,0.24,0.25,0.04,0,0.1,0,0.2
Nepal,NPL,2016,0.26,0.07,0.11,0.24,0.25,0.04,0,0.1,0,0.2
Nepal,NPL,2017,0.26,0.08,0.12,0.25,0.26,0.04,0,0.11,0,0.21
Nepal,NPL,2018,0.26,0.08,0.12,0.25,0.26,0.04,0,0.11,0,0.21
Nepal,NPL,2019,0.26,0.08,0.12,0.25,0.26,0.04,0,0.11,0,0.21
Netherlands,NLD,1990,0.71,0.19,0.31,0.65,0.71,0.1,0,0.3,0,0.55
Netherlands,NLD,1991,0.71,0.19,0.31,0.65,0.71,0.1,0,0.3,0,0.55
Netherlands,NLD,1992,0.71,0.19,0.31,0.65,0.71,0.1,0,0.3,0,0.55
Netherlands,NLD,1993,0.72,0.19,0.31,0.66,0.71,0.1,0,0.31,0,0.55
Netherlands,NLD,1994,0.72,0.2,0.31,0.66,0.72,0.1,0,0.31,0,0.56
Netherlands,NLD,1995,0.73,0.2,0.31,0.66,0.73,0.1,0,0.31,0,0.56
Netherlands,NLD,1996,0.74,0.2,0.31,0.67,0.74,0.1,0,0.31,0,0.58
Netherlands,NLD,1997,0.76,0.21,0.31,0.69,0.75,0.11,0,0.32,0,0.6
Netherlands,NLD,1998,0.79,0.22,0.32,0.7,0.77,0.11,0,0.33,0,0.62
Netherlands,NLD,1999,0.81,0.22,0.32,0.71,0.79,0.11,0,0.34,0,0.64
Netherlands,NLD,2000,0.82,0.23,0.32,0.73,0.81,0.12,0,0.34,0,0.64
Netherlands,NLD,2001,0.83,0.23,0.32,0.73,0.82,0.12,0,0.35,0,0.65
Netherlands,NLD,2002,0.83,0.23,0.32,0.74,0.83,0.12,0,0.35,0,0.64
Netherlands,NLD,2003,0.84,0.23,0.32,0.75,0.83,0.12,0,0.35,0,0.64
Netherlands,NLD,2004,0.84,0.23,0.32,0.76,0.84,0.12,0,0.36,0,0.64
Netherlands,NLD,2005,0.85,0.23,0.32,0.77,0.85,0.12,0,0.36,0,0.64
Netherlands,NLD,2006,0.86,0.23,0.32,0.79,0.87,0.12,0,0.37,0,0.65
Netherlands,NLD,2007,0.89,0.23,0.32,0.81,0.89,0.12,0,0.37,0,0.67
Netherlands,NLD,2008,0.92,0.24,0.33,0.83,0.92,0.12,0,0.39,0,0.69
Netherlands,NLD,2009,0.95,0.24,0.34,0.84,0.95,0.13,0,0.39,0,0.71
Netherlands,NLD,2010,0.97,0.24,0.34,0.86,0.96,0.13,0,0.4,0,0.72
Netherlands,NLD,2011,0.98,0.24,0.34,0.86,0.97,0.13,0,0.4,0,0.73
Netherlands,NLD,2012,0.99,0.25,0.34,0.88,0.98,0.13,0,0.41,0,0.73
Netherlands,NLD,2013,0.99,0.25,0.34,0.88,0.99,0.13,0,0.41,0,0.73
Netherlands,NLD,2014,1,0.25,0.34,0.89,1,0.13,0,0.41,0,0.74
Netherlands,NLD,2015,1,0.25,0.34,0.89,1,0.13,0,0.41,0,0.74
Netherlands,NLD,2016,1,0.25,0.34,0.9,1,0.14,0,0.42,0,0.74
Netherlands,NLD,2017,1.01,0.25,0.34,0.9,1.01,0.13,0,0.42,0,0.75
Netherlands,NLD,2018,1.01,0.25,0.34,0.9,1.01,0.14,0,0.42,0,0.75
Netherlands,NLD,2019,1.02,0.25,0.34,0.91,1.02,0.14,0,0.42,0,0.76
New Zealand,NZL,1990,1.66,0.32,0.64,1.34,1.58,0.17,0,0.62,0,1.13
New Zealand,NZL,1991,1.61,0.31,0.63,1.33,1.54,0.17,0,0.61,0,1.11
New Zealand,NZL,1992,1.57,0.31,0.62,1.31,1.51,0.16,0,0.6,0,1.09
New Zealand,NZL,1993,1.54,0.31,0.61,1.3,1.48,0.16,0,0.59,0,1.07
New Zealand,NZL,1994,1.52,0.3,0.6,1.3,1.47,0.16,0,0.59,0,1.06
New Zealand,NZL,1995,1.51,0.3,0.59,1.29,1.46,0.16,0,0.59,0,1.06
New Zealand,NZL,1996,1.51,0.31,0.59,1.29,1.46,0.16,0,0.59,0,1.06
New Zealand,NZL,1997,1.52,0.3,0.58,1.29,1.46,0.16,0,0.59,0,1.06
New Zealand,NZL,1998,1.52,0.31,0.58,1.29,1.47,0.16,0,0.59,0,1.06
New Zealand,NZL,1999,1.53,0.31,0.57,1.3,1.47,0.16,0,0.59,0,1.07
New Zealand,NZL,2000,1.54,0.31,0.56,1.3,1.49,0.16,0,0.59,0,1.07
New Zealand,NZL,2001,1.55,0.31,0.56,1.31,1.5,0.17,0,0.6,0,1.08
New Zealand,NZL,2002,1.57,0.32,0.56,1.31,1.5,0.17,0,0.6,0,1.09
New Zealand,NZL,2003,1.58,0.32,0.56,1.32,1.52,0.17,0,0.61,0,1.1
New Zealand,NZL,2004,1.6,0.32,0.57,1.33,1.54,0.18,0,0.61,0,1.11
New Zealand,NZL,2005,1.62,0.33,0.57,1.34,1.56,0.18,0,0.62,0,1.11
New Zealand,NZL,2006,1.64,0.33,0.57,1.34,1.57,0.18,0,0.62,0,1.11
New Zealand,NZL,2007,1.66,0.33,0.57,1.35,1.58,0.18,0,0.63,0,1.12
New Zealand,NZL,2008,1.68,0.33,0.57,1.36,1.6,0.18,0,0.63,0,1.12
New Zealand,NZL,2009,1.69,0.33,0.57,1.37,1.6,0.18,0,0.64,0,1.13
New Zealand,NZL,2010,1.7,0.33,0.57,1.37,1.62,0.18,0,0.64,0,1.13
New Zealand,NZL,2011,1.71,0.33,0.56,1.38,1.62,0.18,0,0.64,0,1.13
New Zealand,NZL,2012,1.7,0.33,0.56,1.38,1.63,0.18,0,0.65,0,1.13
New Zealand,NZL,2013,1.71,0.33,0.55,1.38,1.63,0.18,0,0.65,0,1.14
New Zealand,NZL,2014,1.71,0.33,0.55,1.39,1.64,0.18,0,0.65,0,1.14
New Zealand,NZL,2015,1.72,0.33,0.55,1.39,1.64,0.18,0,0.65,0,1.15
New Zealand,NZL,2016,1.74,0.34,0.55,1.41,1.66,0.18,0,0.66,0,1.16
New Zealand,NZL,2017,1.77,0.34,0.56,1.44,1.69,0.18,0,0.67,0,1.18
New Zealand,NZL,2018,1.77,0.34,0.55,1.44,1.69,0.18,0,0.67,0,1.18
New Zealand,NZL,2019,1.77,0.34,0.55,1.44,1.69,0.18,0,0.67,0,1.18
Nicaragua,NIC,1990,0.45,0.09,0.16,0.35,0.42,0.04,0,0.16,0,0.29
Nicaragua,NIC,1991,0.44,0.09,0.16,0.35,0.41,0.04,0,0.16,0,0.29
Nicaragua,NIC,1992,0.43,0.09,0.16,0.34,0.41,0.04,0,0.15,0,0.28
Nicaragua,NIC,1993,0.43,0.09,0.16,0.33,0.4,0.04,0,0.15,0,0.28
Nicaragua,NIC,1994,0.42,0.08,0.16,0.33,0.4,0.04,0,0.15,0,0.28
Nicaragua,NIC,1995,0.42,0.08,0.16,0.33,0.39,0.04,0,0.15,0,0.28
Nicaragua,NIC,1996,0.42,0.08,0.16,0.33,0.39,0.04,0,0.15,0,0.28
Nicaragua,NIC,1997,0.42,0.08,0.16,0.33,0.4,0.04,0,0.15,0,0.28
Nicaragua,NIC,1998,0.42,0.08,0.16,0.33,0.4,0.04,0,0.15,0,0.28
Nicaragua,NIC,1999,0.42,0.08,0.16,0.33,0.4,0.04,0,0.15,0,0.28
Nicaragua,NIC,2000,0.42,0.09,0.16,0.33,0.4,0.04,0,0.15,0,0.28
Nicaragua,NIC,2001,0.42,0.09,0.17,0.33,0.4,0.04,0,0.15,0,0.28
Nicaragua,NIC,2002,0.43,0.09,0.17,0.33,0.4,0.04,0,0.15,0,0.28
